Gene_id	GO_id
TRINITY_DN6180_c0_g1	GO:0005783;GO:0005768;GO:0005887;GO:0043235;GO:0005524;GO:0005007;GO:0004714;GO:0008543;GO:0007275;GO:0008284;GO:0033674;GO:1902036;GO:0007169
TRINITY_DN8583_c0_g1	GO:0047933;GO:0016868;GO:0046872;GO:0006006
TRINITY_DN12254_c0_g1	GO:0030479;GO:0005885;GO:0042995;GO:0005737;GO:0005634;GO:0035861;GO:0003779;GO:0005524;GO:0034314;GO:1905168;GO:0045944
TRINITY_DN629_c0_g1	GO:0005783;GO:0016021;GO:0005784;GO:0006614
TRINITY_DN10315_c0_g1	GO:0005737;GO:0005829;GO:0031901;GO:0005768;GO:0019898;GO:0031902;GO:0005765;GO:0005815;GO:0005634;GO:0032991;GO:0032510;GO:0036503;GO:0016236
TRINITY_DN4960_c0_g1	GO:0017109;GO:0030234;GO:0004357;GO:0035226;GO:0046982;GO:0044877;GO:0007568;GO:0008637;GO:0044344;GO:0071372;GO:0071333;GO:0035729;GO:1990830;GO:0097069;GO:0006534;GO:0006536;GO:0006750;GO:0006749;GO:0035733;GO:2001237;GO:0043524;GO:0035229;GO:0097746;GO:0051900;GO:0014823;GO:0042493;GO:0044752;GO:0051409;GO:0007584;GO:0006979
TRINITY_DN12218_c0_g1	GO:0045177;GO:0016324;GO:0005923;GO:0030054;GO:0034451;GO:0005813;GO:0005829;GO:0048471;GO:0032991
TRINITY_DN11620_c0_g1	GO:0030424;GO:0034703;GO:0005261;GO:0055080
TRINITY_DN10949_c0_g1	GO:0005813;GO:0005737;GO:0030496;GO:0072686;GO:1990023;GO:0097431;GO:0019900;GO:0007049;GO:0051301;GO:0007346
TRINITY_DN9377_c0_g1	GO:0005524
TRINITY_DN3889_c0_g1	GO:0005737;GO:0005634;GO:0046872;GO:0044212;GO:0010626;GO:0031643;GO:0045944
TRINITY_DN6664_c0_g1	GO:0005892;GO:0030424;GO:0005623;GO:0030054;GO:0005737;GO:0030425;GO:0005887;GO:0043005;GO:0043204;GO:0005886;GO:0045211;GO:0045202;GO:0042166;GO:0015464;GO:0022848;GO:0001540;GO:0017081;GO:0042803;GO:0015643;GO:0000187;GO:0006816;GO:0006874;GO:0007268;GO:0050890;GO:0034220;GO:0032720;GO:0050877;GO:0045766;GO:0008284;GO:0042391;GO:0001666;GO:0035094;GO:0007165;GO:0007271
TRINITY_DN5473_c0_g1	GO:0005739;GO:0046872;GO:0004493;GO:0046491
TRINITY_DN10107_c0_g1	GO:0005525
TRINITY_DN1382_c0_g1	GO:0005737;GO:0005829;GO:0005654;GO:0005634;GO:0003677;GO:0061630;GO:0004842;GO:0006284;GO:0030154;GO:0032922;GO:0016574;GO:0098779;GO:0031398;GO:0006513;GO:0000209;GO:0016567;GO:0006511
TRINITY_DN14606_c0_g1	GO:0005623;GO:0005737;GO:0005634;GO:0009055;GO:0015035;GO:0045454
TRINITY_DN4993_c0_g1	GO:0000785;GO:0005737;GO:0005829;GO:0005634;GO:0000151;GO:0070728;GO:0061630;GO:0008270;GO:0071233;GO:0006342;GO:0033522;GO:0007141;GO:0007140;GO:0032007;GO:0010529;GO:0000209;GO:0016567;GO:0007131;GO:0007283;GO:0071596
TRINITY_DN185_c0_g1	GO:0097452;GO:0015934;GO:0003735;GO:1901194;GO:0017148;GO:0006412
TRINITY_DN7220_c0_g1	GO:0005737;GO:0004411;GO:0042802;GO:0046872;GO:0006520;GO:0006559;GO:0006572
TRINITY_DN7402_c0_g1	GO:0005730;GO:0005525;GO:0042254
TRINITY_DN12638_c0_g1	GO:0005829;GO:0005634;GO:0097381;GO:0042622;GO:0003677;GO:0000166;GO:0009881;GO:0007623;GO:0045721;GO:0018298;GO:0009416
TRINITY_DN13192_c0_g1	GO:0005623;GO:0005737;GO:0016020;GO:0005634;GO:0005524;GO:1903842;GO:0046686;GO:0046688;GO:0009408
TRINITY_DN2368_c0_g1	GO:0001669;GO:0034451;GO:0005813;GO:0036064;GO:0035869;GO:0045171;GO:0043231;GO:0002177;GO:0015630;GO:0120212;GO:0042803;GO:0044877;GO:0007049;GO:0060271;GO:0042073;GO:0035735;GO:1990953;GO:1905198;GO:0007275;GO:1905515;GO:0008284;GO:0090316;GO:0071539;GO:0010824;GO:0007288;GO:0007286;GO:0007283
TRINITY_DN3434_c0_g1	GO:0005759;GO:0003842;GO:0004029;GO:0009055;GO:0042802;GO:0019470;GO:0046487;GO:0006562;GO:0010133;GO:0006560
TRINITY_DN13130_c0_g1	GO:0097546;GO:0097543;GO:0005929;GO:0003283;GO:0060271;GO:0060027;GO:0071908;GO:0007368;GO:0071910;GO:0035469;GO:0071909;GO:0007163;GO:0030198;GO:0001947;GO:0001822;GO:0060993;GO:0006629;GO:0030324;GO:0048496;GO:0090090;GO:1905515;GO:0045494;GO:0032092;GO:2000095;GO:0072189;GO:0016055
TRINITY_DN8679_c0_g1	GO:0030054;GO:0030864;GO:0005737;GO:0005856;GO:0016010;GO:0070062;GO:0030175;GO:0031527;GO:0030426;GO:0016020;GO:0031594;GO:0005654;GO:0005886;GO:0045211;GO:0032991;GO:0042383;GO:0003779;GO:0051015;GO:0005178;GO:0019901;GO:0017166;GO:0008270;GO:0006936;GO:0007517;GO:0007528;GO:0001954;GO:2000649;GO:0014894
TRINITY_DN12712_c0_g1	GO:0005694;GO:0005634;GO:0003682;GO:0042799;GO:0046872;GO:1904047;GO:0006281;GO:0034773;GO:0007517;GO:2001034;GO:0045830
TRINITY_DN4384_c0_g1	GO:0009941;GO:0009535;GO:0016021;GO:0009522;GO:0009523;GO:0010287;GO:0016168;GO:0046872;GO:0009768;GO:0018298;GO:0009416
TRINITY_DN8988_c0_g1	GO:0005737;GO:0016021;GO:0016020;GO:0005042;GO:0008233;GO:0043123;GO:0046330
TRINITY_DN10440_c0_g1	GO:0015935;GO:0003723;GO:0003735;GO:0006412
TRINITY_DN1438_c0_g1	GO:0005681;GO:0005524;GO:0003723;GO:0003724;GO:0006397;GO:0008380
TRINITY_DN2728_c0_g1	GO:1904115;GO:0044295;GO:0005623;GO:0005938;GO:0005737;GO:0031410;GO:0030425;GO:0005769;GO:0031966;GO:0005739;GO:0005634;GO:0048471;GO:0050811;GO:0017022;GO:0005102;GO:0030911;GO:0008089;GO:0098957;GO:0019896;GO:0048813;GO:0008333;GO:0048311;GO:0022008;GO:0050772;GO:0008104;GO:0006605;GO:0047496
TRINITY_DN5145_c0_g1	GO:0015629;GO:0030424;GO:0031252;GO:0005911;GO:0005737;GO:0036464;GO:0031234;GO:0005925;GO:0030426;GO:0016328;GO:0045121;GO:0005874;GO:0030496;GO:0043005;GO:0005634;GO:0005886;GO:0032991;GO:1990904;GO:0001726;GO:0036057;GO:0005516;GO:0051019;GO:0060090;GO:0005547;GO:0019904;GO:0019901;GO:0019903;GO:0043539;GO:0044877;GO:0048365;GO:0017048;GO:0044548;GO:0031267;GO:0016477;GO:0071277;GO:0071364;GO:0044344;GO:0036120;GO:0007173;GO:0008543;GO:0072015;GO:0035305;GO:1990138;GO:0048008;GO:1903829;GO:1900006;GO:0051894;GO:0043406;GO:1900086;GO:0045860;GO:1904754;GO:0001817;GO:0043087;GO:0007346;GO:1990776
TRINITY_DN7712_c0_g1	GO:0016021
TRINITY_DN6844_c0_g1	GO:0005737;GO:0005783;GO:0005789;GO:0005794;GO:0000137;GO:0005509;GO:0019538;GO:0042984
TRINITY_DN6776_c0_g1	GO:0005737;GO:0005829;GO:0005783;GO:0048471;GO:0032991;GO:0032587;GO:0030234;GO:0019903;GO:0006897;GO:0010507;GO:0006661;GO:0010922;GO:0050821;GO:0060304
TRINITY_DN14031_c0_g1	GO:0005737;GO:0005634;GO:0005524;GO:0042802;GO:0046872;GO:0004747;GO:0019303
TRINITY_DN463_c0_g1	GO:0022625;GO:0022626;GO:0003723;GO:0003735;GO:0002181
TRINITY_DN10274_c0_g1	GO:0001669;GO:0097228;GO:0005516;GO:0017124
TRINITY_DN9798_c0_g1	GO:0005829;GO:0005925;GO:0030027;GO:0005654;GO:0005886;GO:0030017;GO:0005524;GO:0019901;GO:0004674;GO:0001658;GO:0030030;GO:0007160;GO:0045197;GO:0010761;GO:0007229;GO:0022011;GO:2000178;GO:0021675;GO:0003151;GO:0018105;GO:0030513;GO:0090263;GO:0008284;GO:1901224;GO:0045669;GO:0001934;GO:0045893;GO:0043491;GO:0034446;GO:0033209
TRINITY_DN4024_c0_g1	GO:0005623;GO:0005856;GO:0019897;GO:0045121;GO:0005743;GO:0005758;GO:1901612;GO:0051020;GO:0005102;GO:0035710;GO:0006874;GO:0032623;GO:0010876;GO:0042776;GO:0006851;GO:0034982;GO:0007005;GO:1900210;GO:0090297;GO:0010918;GO:0051259;GO:1990046;GO:0050852
TRINITY_DN4926_c0_g1	GO:0031252;GO:0005801;GO:0005829;GO:0005788;GO:0005793;GO:0005794;GO:0000139;GO:0005795;GO:0005811;GO:0016020;GO:0005739;GO:0005777;GO:0005802;GO:0005086;GO:0005085;GO:0005547;GO:0080025;GO:0002263;GO:0098586;GO:0048205;GO:0006888;GO:0097111;GO:0061162;GO:0090166;GO:0007030;GO:0006895;GO:0030593;GO:0006892;GO:0070973;GO:1903420;GO:0034067;GO:0015031;GO:1903409;GO:0032012;GO:0007346;GO:2000008;GO:0042147;GO:0006890;GO:0016032
TRINITY_DN7705_c0_g1	GO:0005623;GO:0005737;GO:0005783;GO:0005793;GO:0000139;GO:0015630;GO:0005634;GO:0005886;GO:0030133;GO:0005509;GO:0048306;GO:0019900;GO:0008017;GO:0004860;GO:0071468;GO:0031122;GO:0022406;GO:0061025;GO:0061024;GO:0001578;GO:0070885;GO:0032088;GO:0010923;GO:0031953;GO:0042308;GO:0006469;GO:0001933;GO:0031397;GO:0060050;GO:0090314;GO:0051222;GO:0032417;GO:0006611;GO:0050821;GO:0051453
TRINITY_DN3699_c0_g1	GO:0005604;GO:0005938;GO:0030054;GO:0032154;GO:0062023;GO:0005576;GO:0005509;GO:0050839;GO:0042803;GO:0038023;GO:0007049;GO:0051301;GO:0007157;GO:0007156;GO:0009617
TRINITY_DN7079_c0_g1	GO:0005737;GO:0016600;GO:0005198;GO:0007275
TRINITY_DN9804_c0_g1	GO:0071013;GO:0080008;GO:0005662;GO:0001650;GO:0031965;GO:0016607;GO:0005634;GO:0000974;GO:0071007;GO:0000398;GO:1900087;GO:0034504
TRINITY_DN4115_c0_g1	GO:0030054;GO:0005856;GO:0000139;GO:0016021;GO:0150051;GO:0017134
TRINITY_DN10433_c0_g1	GO:0005623;GO:0005783;GO:0031307;GO:0005779;GO:0016020;GO:0005741;GO:0005739;GO:0005777;GO:0032991;GO:0042802;GO:0044877;GO:0006915;GO:0000422;GO:0035584;GO:0071333;GO:1901653;GO:1904579;GO:0097237;GO:0000266;GO:0043653;GO:0008053;GO:0070584;GO:0032471;GO:0016559;GO:0043280;GO:0007204;GO:2001244;GO:0051561;GO:0090141;GO:0043525;GO:0090314;GO:0006626;GO:0010821;GO:0001836;GO:1905395;GO:1902617;GO:1990910;GO:0014850;GO:0031667
TRINITY_DN5862_c0_g1	GO:0016021;GO:0005507;GO:0016491;GO:0006825
TRINITY_DN8036_c0_g1	GO:0005886;GO:0005524;GO:0046872;GO:0004697;GO:0004674;GO:0009950;GO:0007030;GO:0035556;GO:0034389;GO:0007616;GO:0008285;GO:0018105;GO:0006468;GO:0045471
TRINITY_DN1541_c0_g1	GO:0005730;GO:0005634;GO:1990904;GO:0005681;GO:0003723;GO:0006397;GO:0051252;GO:0008380
TRINITY_DN11796_c0_g1	GO:0005730;GO:0005654;GO:0000027
TRINITY_DN13925_c0_g1	GO:0034451;GO:0005737;GO:0005829;GO:0005765;GO:0048471;GO:0042802;GO:0008432;GO:0019894;GO:0005078;GO:0048273;GO:0030159;GO:0007257;GO:0000187;GO:0032418;GO:0030335;GO:0043410;GO:0045666;GO:0042147;GO:0051146;GO:0016192
TRINITY_DN11193_c0_g1	GO:0005737;GO:0031072;GO:0046983;GO:0051085;GO:0061077;GO:0065003
TRINITY_DN6960_c0_g1	GO:0005765;GO:0006914;GO:0032008
TRINITY_DN4485_c0_g1	GO:0005840;GO:0003735;GO:0006412
TRINITY_DN2196_c0_g1	GO:0005858;GO:0030286;GO:0036156;GO:0005874;GO:0005524;GO:0008569;GO:0045505;GO:0051959;GO:0003341;GO:0007018
TRINITY_DN11624_c0_g1	GO:0005739;GO:0005524;GO:0016887
TRINITY_DN5737_c0_g1	GO:0009986;GO:0005829;GO:0048786;GO:0045202;GO:0014047;GO:0007269;GO:0050808
TRINITY_DN5086_c0_g1	GO:0005829;GO:0005794;GO:0016020;GO:0005509;GO:0004843;GO:0016579;GO:0006511
TRINITY_DN3399_c0_g1	GO:0005737;GO:0000790;GO:0005654;GO:0005634;GO:0032991;GO:0042393;GO:0044877;GO:0001824;GO:0008283;GO:0034080;GO:0006260;GO:0006335;GO:0006336;GO:0000082;GO:0043486;GO:0008584;GO:0006334;GO:0015031;GO:0033574
TRINITY_DN12073_c0_g1	GO:0005615;GO:0000324;GO:0005794;GO:0031906;GO:0043202;GO:0004175;GO:0008233;GO:0004252;GO:0006914;GO:0000747;GO:0007033
TRINITY_DN5490_c0_g1	GO:0005829;GO:0005524;GO:0046872;GO:0004478;GO:0009087;GO:0006730;GO:0006556
TRINITY_DN14249_c0_g1	GO:0005829;GO:0070062;GO:0042470;GO:0005859;GO:0032982;GO:0051015;GO:0005524;GO:0005516;GO:0003774;GO:0008307;GO:0048739;GO:0048251;GO:0006936;GO:0030241;GO:0006939
TRINITY_DN9392_c0_g1	GO:0035097;GO:0005730;GO:0005634;GO:0032993;GO:0003682;GO:0031490;GO:0051213;GO:0003677;GO:0042393;GO:0032452;GO:0034648;GO:0034647;GO:0035064;GO:0003713;GO:0044212;GO:0008270;GO:0006338;GO:0032922;GO:0034720;GO:0008584;GO:1901726;GO:0000122;GO:0045893;GO:0051090;GO:0007283
TRINITY_DN5844_c0_g1	GO:0005829;GO:0005634;GO:0016581;GO:0005700;GO:0035327;GO:0005524;GO:0016887;GO:0003682;GO:0003677;GO:0003678;GO:0004386;GO:0031491;GO:0070615;GO:0008270;GO:0043044;GO:0030261;GO:0051312;GO:0051276;GO:0071923;GO:0000122;GO:0045892;GO:0042766;GO:0006357;GO:0007283
TRINITY_DN14587_c0_g1	
TRINITY_DN12364_c0_g1	GO:0003824
TRINITY_DN3635_c0_g1	GO:0004252
TRINITY_DN7266_c0_g1	GO:0005737;GO:0005634;GO:0008540;GO:0005524;GO:0016787;GO:0045899;GO:0030163
TRINITY_DN3363_c0_g1	GO:0016021;GO:0005743;GO:0070469;GO:0004129;GO:0020037;GO:0046872;GO:0009060;GO:0006119
TRINITY_DN7976_c0_g1	GO:0016324;GO:0005623;GO:0009986;GO:0070062;GO:0016021;GO:0005886;GO:0015379;GO:0015081;GO:0015378;GO:0008511;GO:0006884;GO:0071475;GO:0048878;GO:0055064;GO:1902476;GO:0006821;GO:0016101;GO:0007588;GO:0034220;GO:0001822;GO:0070886;GO:0055075;GO:1990573;GO:0006813;GO:0032978;GO:0070294;GO:0055078;GO:0035725;GO:0006814
TRINITY_DN10474_c0_g1	GO:0005789;GO:0016021;GO:0016020;GO:0015171;GO:0015173;GO:0015175;GO:0003333;GO:0009624
TRINITY_DN10844_c0_g1	GO:0005813;GO:0005694;GO:0005737;GO:0005829;GO:0045172;GO:0005654;GO:0005634;GO:0005886;GO:0050815;GO:0019904;GO:0046982;GO:0008134;GO:0007411;GO:0007623;GO:0042994;GO:0008340;GO:0000077;GO:0007294;GO:0007444;GO:0007093;GO:0008103;GO:0007280;GO:0045927;GO:0035332;GO:0046579;GO:0040008;GO:0007088;GO:0009314;GO:0009411;GO:0048190
TRINITY_DN1358_c0_g1	GO:0005912;GO:0005923;GO:0044291;GO:0005829;GO:0005654;GO:0005634;GO:0005886;GO:0045296;GO:0004385;GO:0030674;GO:0019904;GO:1990782;GO:0090557;GO:0035329;GO:0034109;GO:0050892;GO:1905605;GO:0090559
TRINITY_DN6594_c0_g1	GO:0005794;GO:0000139;GO:0017119;GO:0032588;GO:0006888;GO:0007030;GO:0006891;GO:0015031
TRINITY_DN12459_c0_g1	GO:0034274;GO:0005776;GO:0005930;GO:0044233;GO:0034045;GO:0035973;GO:0019883;GO:0006915;GO:0000045;GO:0006914;GO:0000422;GO:0044804;GO:0001974;GO:0006501;GO:0006995;GO:0071500;GO:0060047;GO:0043066;GO:2000619;GO:0050765;GO:0031397;GO:2000378;GO:0039689;GO:0045060;GO:0048840;GO:0075044;GO:0070257;GO:0061739;GO:1902017;GO:0002739;GO:0051279;GO:0042493;GO:0009620;GO:0042311;GO:0055015
TRINITY_DN14322_c0_g1	GO:0005737;GO:0005829;GO:0030426;GO:0016020;GO:0070410;GO:0004197;GO:0008234;GO:1990380;GO:0004843;GO:0036459;GO:0101005;GO:0048675;GO:0030509;GO:0007049;GO:0051301;GO:0016477;GO:0044267;GO:0007059;GO:0007292;GO:0000122;GO:0001764;GO:1901537;GO:0016579;GO:0071947;GO:0050821;GO:0006625;GO:0016567;GO:0042752;GO:0048511;GO:0007179
TRINITY_DN12764_c0_g1	GO:0022625;GO:0022626;GO:0003735;GO:0006412
TRINITY_DN1450_c0_g1	GO:0005654;GO:0005634;GO:0042802;GO:0070064;GO:0003723;GO:0070063;GO:0001103;GO:0003713;GO:0003712;GO:0003714;GO:0000122;GO:0006366
TRINITY_DN9037_c0_g1	GO:0002080;GO:0097541;GO:0005930;GO:0005814;GO:0005813;GO:0036064;GO:0097546;GO:0097542;GO:0005929;GO:0005737;GO:0030992;GO:0060091;GO:0031514;GO:0097730;GO:0002081;GO:0032391;GO:0036126;GO:0005802;GO:0019894;GO:0009887;GO:0009952;GO:0007420;GO:0055007;GO:0060411;GO:0060271;GO:0090102;GO:0031122;GO:0007368;GO:0009953;GO:0042733;GO:0001886;GO:0036334;GO:0008544;GO:0001654;GO:0048853;GO:0007507;GO:0060914;GO:0060122;GO:0042073;GO:0001822;GO:0060173;GO:0001889;GO:0030324;GO:0060426;GO:0050680;GO:0007399;GO:0061351;GO:1905515;GO:0007219;GO:0031016;GO:0043568;GO:1903929;GO:0008104;GO:2000785;GO:1902017;GO:0045598;GO:0060259;GO:0042487;GO:0070613;GO:0034405;GO:0007224;GO:0007288;GO:0007290;GO:0021513;GO:0021537
TRINITY_DN13097_c0_g1	GO:0005829;GO:0005615;GO:0005758;GO:0005739;GO:0050660;GO:0016971;GO:0008083;GO:0015035;GO:0001889;GO:0097421;GO:0043066;GO:0045953;GO:1903204;GO:2000573
TRINITY_DN4718_c0_g1	GO:0030014;GO:0005737;GO:0005634;GO:0031047;GO:0006402;GO:0017148
TRINITY_DN9261_c0_g1	GO:0005764;GO:0004197;GO:0004175
TRINITY_DN13753_c0_g1	GO:0005743;GO:0005739;GO:0004095;GO:0006635
TRINITY_DN3111_c0_g1	GO:0005737;GO:0005634;GO:0000166;GO:0009881;GO:0032922;GO:0007623;GO:0006975;GO:0043153;GO:0006094;GO:0042593;GO:0042754;GO:0045744;GO:2000323;GO:0045721;GO:0031397;GO:0000122;GO:0045892;GO:0031398;GO:0018298;GO:0042752;GO:2000001;GO:0014823;GO:0033762;GO:0009416
TRINITY_DN10613_c0_g1	GO:0030424;GO:0005576;GO:0098978;GO:0016021;GO:0099055;GO:0016020;GO:0005886;GO:0002116;GO:0019955;GO:0019838;GO:0008201;GO:0042802;GO:0046872;GO:0017154;GO:0038023;GO:0005021;GO:0001525;GO:0048846;GO:0007411;GO:0007155;GO:1990830;GO:1904835;GO:0021612;GO:1903375;GO:0021828;GO:0050919;GO:0021675;GO:1901166;GO:0003148;GO:0010595;GO:0001938;GO:0099175;GO:1902285;GO:0097374;GO:0061549;GO:0097490;GO:0097491;GO:0061551;GO:0048010;GO:0036486;GO:0021649;GO:0016032
TRINITY_DN3060_c0_g1	GO:0043023;GO:0003743
TRINITY_DN12781_c0_g1	GO:0005739;GO:0043457
TRINITY_DN4691_c0_g1	GO:0071005;GO:0003755;GO:0006457;GO:0000413
TRINITY_DN3272_c0_g1	GO:0005615
TRINITY_DN3202_c0_g1	GO:0005829;GO:0005794;GO:0016607;GO:0048471;GO:0051879;GO:0030154;GO:0061077;GO:0007517
TRINITY_DN2270_c0_g1	GO:0005763;GO:0005840;GO:0003729;GO:0019843;GO:0003735;GO:0032543;GO:0000028;GO:0006412
TRINITY_DN14495_c0_g1	GO:0005737;GO:0005829;GO:0005794;GO:0016020;GO:0045202;GO:0005096;GO:0005093;GO:0017137;GO:0031267;GO:0015031;GO:0007264;GO:0016192
TRINITY_DN14247_c0_g1	GO:0005737;GO:0005856;GO:0031514;GO:0048870;GO:0030317
TRINITY_DN9089_c0_g1	GO:0005623;GO:0005794;GO:0000139;GO:0016021;GO:0016020;GO:0005802;GO:0005524;GO:0005509;GO:0005388;GO:0030145;GO:0015410;GO:0046872;GO:0008553;GO:0031532;GO:0070588;GO:0006816;GO:0016339;GO:0006874;GO:0030026;GO:0008544;GO:0032468;GO:0032472;GO:0034220;GO:0006828;GO:0043123
TRINITY_DN3695_c0_g1	GO:0071013;GO:0005739;GO:0005682;GO:0097157;GO:0030619;GO:0030620;GO:0030623;GO:0017070;GO:0000380;GO:0000398;GO:0000244
TRINITY_DN9460_c0_g1	GO:0005737;GO:0031011;GO:0000790;GO:0016363;GO:0005654;GO:0005634;GO:0031519;GO:1990904;GO:0005667;GO:0000987;GO:0003677;GO:0003700;GO:0001227;GO:0000400;GO:1990841;GO:0003723;GO:0000978;GO:0043565;GO:0046332;GO:0003713;GO:0003714;GO:0044212;GO:0008270;GO:0009952;GO:0048593;GO:0030154;GO:0006974;GO:0071347;GO:0034644;GO:0051276;GO:0000724;GO:0010467;GO:0061052;GO:0010629;GO:0032688;GO:1902894;GO:0000122;GO:0045944;GO:0016579;GO:0006357;GO:0034696;GO:0010225;GO:0006403;GO:0007283
TRINITY_DN12652_c0_g1	GO:0005737;GO:0005524;GO:0004817;GO:0046872;GO:0000049;GO:0006423
TRINITY_DN1286_c0_g1	GO:0005634;GO:0003677;GO:0046872;GO:0006355
TRINITY_DN3669_c0_g1	GO:0071944;GO:0009986;GO:0005581;GO:0005783;GO:0005615;GO:0048471;GO:0032991;GO:0005179;GO:0042802;GO:0042803;GO:0033691;GO:0005102;GO:0050873;GO:0071320;GO:0035690;GO:0071872;GO:0032869;GO:0007623;GO:0070994;GO:0006635;GO:0019395;GO:0010467;GO:0042593;GO:0006006;GO:0034383;GO:0045776;GO:0030336;GO:0120163;GO:2000279;GO:0070373;GO:0045599;GO:0045721;GO:0030853;GO:0034115;GO:0046888;GO:0043124;GO:0050728;GO:0090317;GO:0045715;GO:0010745;GO:0045650;GO:0043407;GO:2000590;GO:0050765;GO:0010642;GO:2000584;GO:0031953;GO:1900121;GO:0050805;GO:0045892;GO:0032720;GO:0010804;GO:1904753;GO:1904706;GO:2000481;GO:0032270;GO:0010875;GO:0120162;GO:0045923;GO:0046326;GO:2000467;GO:0043123;GO:0032757;GO:2000478;GO:0071639;GO:0033034;GO:0050731;GO:0010739;GO:0045860;GO:0001934;GO:2000534;GO:0009967;GO:0072659;GO:0010906;GO:0014823;GO:0009617;GO:0045471;GO:0051384;GO:0009749;GO:0001666;GO:0070543;GO:0007584;GO:0009744;GO:0034612
TRINITY_DN1647_c0_g1	GO:0043293;GO:0005829;GO:0043531;GO:0005524;GO:0008656;GO:0008635;GO:0097190
TRINITY_DN12151_c0_g1	GO:0005925;GO:0010811;GO:0043547;GO:2000179;GO:0007265
TRINITY_DN12725_c0_g1	GO:0016324;GO:0005737;GO:0005829;GO:0005783;GO:0043231;GO:0042802;GO:0003723;GO:0038166;GO:0042045;GO:0006378;GO:0006730;GO:0010765;GO:0006611;GO:0044070;GO:0032412;GO:0031440;GO:0051592;GO:0033353
TRINITY_DN138_c0_g1	GO:0016282;GO:0033290;GO:0071540;GO:0071541;GO:0043614;GO:0003729;GO:0003743;GO:0001732;GO:0002188
TRINITY_DN2083_c0_g1	
TRINITY_DN14679_c0_g1	GO:0005789;GO:0000139;GO:0003868;GO:0004462;GO:0046872;GO:0006559;GO:0006572
TRINITY_DN8538_c0_g1	GO:0005829;GO:0070062;GO:0004364;GO:0006749;GO:0006805
TRINITY_DN399_c0_g1	GO:0015629;GO:0016323;GO:0099738;GO:0030054;GO:0030863;GO:0005737;GO:0009898;GO:0005856;GO:0005829;GO:0045171;GO:0016020;GO:0072686;GO:0016604;GO:0005886;GO:0014069;GO:0032991;GO:0005545;GO:0003779;GO:0005516;GO:0051219;GO:0008022;GO:0047485;GO:0030507;GO:0005198;GO:0030036;GO:0031032;GO:0007049;GO:0051301;GO:0030866;GO:0032092;GO:1904778;GO:0065003;GO:0051924;GO:0008360;GO:1904478
TRINITY_DN1229_c0_g1	GO:0005737;GO:0005829;GO:0005085;GO:0017124;GO:0007264
TRINITY_DN8158_c0_g1	GO:0005623;GO:0005938;GO:0005737;GO:1990498;GO:0005635;GO:0005634;GO:0005525;GO:0003924;GO:0046872;GO:0051301;GO:0000132;GO:0006886;GO:0000212;GO:0051292;GO:0006611;GO:0006606;GO:0007346;GO:0032880;GO:0000054
TRINITY_DN633_c0_g1	GO:0005737;GO:0005874;GO:0005525;GO:0003924;GO:0005200;GO:0000226;GO:0007017;GO:0000278;GO:0060319
TRINITY_DN11718_c0_g1	GO:0005737;GO:0003677;GO:0008270;GO:0008407;GO:0048749;GO:0007476;GO:0002164;GO:0030182;GO:0050767
TRINITY_DN12701_c0_g1	GO:0016324;GO:0016323;GO:0031526;GO:0005623;GO:0031252;GO:0031410;GO:0005829;GO:0005783;GO:0005794;GO:0016021;GO:0005770;GO:0016020;GO:0045121;GO:0005902;GO:0043005;GO:0043025;GO:0005634;GO:0043204;GO:0048471;GO:0005886;GO:0030141;GO:0005802;GO:0030140;GO:0005524;GO:0051087;GO:0005507;GO:0005375;GO:0043682;GO:0032767;GO:1903136;GO:0048365;GO:0016532;GO:0046034;GO:0001568;GO:0001974;GO:0051216;GO:0006584;GO:0006878;GO:0071230;GO:0071236;GO:0071276;GO:0071279;GO:0071280;GO:0071456;GO:0071281;GO:0071284;GO:0036120;GO:0021954;GO:0021702;GO:0030199;GO:0060003;GO:0015677;GO:0006825;GO:0048813;GO:0010273;GO:0042417;GO:0048251;GO:0051542;GO:0042414;GO:0030198;GO:0031069;GO:0001701;GO:0007595;GO:0001889;GO:0007626;GO:0048286;GO:0007005;GO:0043086;GO:0034760;GO:0043524;GO:0048812;GO:0042421;GO:0042415;GO:0018205;GO:0043473;GO:0043085;GO:0045793;GO:0050679;GO:0010592;GO:0051353;GO:1903036;GO:1904754;GO:0021860;GO:1904959;GO:0010468;GO:0002082;GO:0001836;GO:0019430;GO:0046688;GO:0010041;GO:0010288;GO:0010042;GO:0010043;GO:0042428;GO:0043588;GO:0042093;GO:0006568;GO:0006570
TRINITY_DN7178_c0_g1	GO:0005912;GO:0030054;GO:0036064;GO:0005737;GO:0005886;GO:0014069;GO:0008013;GO:0008092;GO:0045176;GO:0001837;GO:0060441;GO:0045197;GO:0030011;GO:0072205;GO:0030901;GO:0030336;GO:0035331;GO:0042130;GO:0030859;GO:0060999;GO:0035332;GO:0045880;GO:0051965;GO:0071896;GO:0065003;GO:0042981;GO:0045186
TRINITY_DN13501_c0_g1	GO:0012505;GO:0071782;GO:0005794;GO:0019003;GO:0005525;GO:0003924;GO:0007420;GO:0071786;GO:0001654;GO:0051170;GO:0006886;GO:0034389;GO:0032482
TRINITY_DN2884_c0_g1	GO:0005737;GO:0005829;GO:0005654;GO:0005634;GO:0008083;GO:0008017;GO:0015631;GO:0046785;GO:0007026;GO:0031175
TRINITY_DN4730_c0_g1	GO:0005769;GO:0071203;GO:0015031
